Inst #;School Name;2015 Decile;"2015 
Step";Decile Change;Step Change;"July 2014 Funding roll
Years 9+";"July 2014 Funding roll
Total ";School Type;Authority;Territorial Local Authority;Regional Council;Ministry of Education Local Office;General Electorate;M?ori Electorate;Telephone;Fax;Email;Principal;School website;Physical address;Suburb;City;Postal Address 1;Postal Address 2;Postal Address 3;Postal Code;Urban Area;School Type;Definition;Authority;Gender of Students;Education Region;Census Area Unit;Ward;Latitude;Longitude ;Total School Roll (Sep15);European/ Pakeha;Maori;Pasifika;Asian;MELAA;Other;International Students
2542;Argyll East School;5;M;1;1;0;64;Full Primary;State;Central Hawke's Bay District;Hawkes Bay Region;Napier;Tukituki;Ikaroa-Rawhiti;06 8575102;0;office@argylleast.school.nz;0;http://www.argylleast.school.nz;1071 Argyll Road;0;Otane;1071 Argyll Road RD 1;0;Otane;4276;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Hawkes Bay/Gisborne;Tikokino;Aramoana-Ruahine Ward;-39.861.195;176.532.535;76;49;21;2;0;0;4;0
1687;Aria School;5;M;0;0;0;51;Contributing;State;Waitomo District;Waikato Region;Hamilton;Taranaki-King Country;Te Tai Hauauru;07 877 7857;07 877 7578;ariaschool@xtra.co.nz;Pamela Voyce;http://www.aria.school.nz;Barclay Road;0;Aria;Barclay Road RD 1;0;Aria;3979;Rural Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Waikato;Mokauiti;Waitomo Rural Ward;-38.564.018;174.986.676;49;28;21;0;0;0;0;0
1209;Arohanui Special School;4;K;-1;-2;60;144;Special School;State;Auckland- Henderson-Massey;Auckland Region;Auckland North;Te Atatu;Te Tai Tokerau;09 8386696;09 8386693;admin@arohanui.school.nz;James Le Marquand;http://www.arohanui.school.nz;Tirimoana Road;Te Atatu;Auckland;82 Tirimoana Road;Te Atatu South;Waitakere;602;Main Urban Area;Special School;Sch. for Intellectual Impairments;State: Not integrated;Co-Educational;Auckland;Mcleod;Waitakere Ward;-36.881.324;174.652.675;145;53;37;33;13;6;3;0
1688;Arohena School;7;O;1;1;0;39;Full Primary;State;Otorohanga District;Waikato Region;Hamilton;Taranaki-King Country;Te Tai Hauauru;07 8724526;07 8724527;admin@arohena.school.nz;Rose Symes;http://arohena.school.nz;40 Pukewhau Road RD 7;0;Te Awamutu;40 Pukewhau Road RD 7;0;Te Awamutu;3877;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Waikato;Otorohanga Rural East;Wharepuhunga Ward;-38.192.616;175.613.422;34;16;16;1;1;0;0;0
3280;Arowhenua Maori School;4;K;0;-1;0;25;Full Primary;State;Timaru District;Canterbury Region;Christchurch;Rangitata;Te Tai Tonga;03 6157391;03 6157392;office@arowhenuatemuka.school.nz;Toni O'Neill;http://www.arowhenuamaori.school.nz;33 Huirapa Street;Arowhenua;Temuka;33 Huirapa Street;0;Temuka;7920;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Orari;Pleasant Point-Temuka Ward;-44.255.105;171.270.848;41;7;33;1;0;0;0;0
3930;Arrowtown School;10;Z;0;0;0;485;Full Primary;State;Queenstown-Lakes District;Otago Region;Dunedin;Clutha-Southland;Te Tai Tonga;03 4421854;03 4420016;0;Chris Bryant;http://www.arrowtown.school.nz;9 Chalmers Place;0;Arrowtown;PO Box 173;0;Arrowtown;9351;Minor Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Otago/Southland;Arrowtown;Arrowtown Ward;-44.948.448;168.838.744;554;468;49;5;15;12;5;0
2543;Arthur Miller School;7;O;-1;-1;0;315;Contributing;State;Napier City;Hawkes Bay Region;Napier;Napier;Ikaroa-Rawhiti;06 8446099;06 8440157;admin@ams.school.nz;Sandra Anderson;http://www.ams.school.nz;210 Guppy Road;Taradale;Napier;210 Guppy Road;Taradale;Napier;4112;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Hawkes Bay/Gisborne;Taradale South;Taradale Ward;-39.541.379;176.858.077;315;252;41;6;12;2;2;0
3706;Arthur Street School;6;N;-2;-2;0;119;Full Primary;State;Dunedin City;Otago Region;Dunedin;Dunedin North;Te Tai Tonga;03 4776524;03 4776987;secretary@arthurst.school.nz;Kim Blackwood;http://www.arthurst.school.nz;26 Arthur Street;City Rise;Dunedin;26 Arthur Street;City Rise;Dunedin;9016;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Otago/Southland;High St-Stuart St;Central Ward;-45.872.617;17.049.515;136;75;21;12;19;2;4;3
1625;Ascot Community School;3;H;0;-1;0;193;Full Primary;State;Invercargill City;Southland Region;Invercargill;Invercargill;Te Tai Tonga;03 2175196;03 2175850;admin@ascot.school.nz;Wendy Ryan;http://www.ascot.school.nz;580 Tay Street;Hawthorndale;Invercargill;580 Tay Street;Hawthorndale;Invercargill;9810;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Otago/Southland;Hawthorndale;Area Outside Ward;-46.407.172;168.384.837;208;139;51;7;10;1;0;0
1689;Ashbrook School;1;B;0;0;0;143;Full Primary;State;Opotiki District;Bay of Plenty Region;Rotorua;East Coast;Waiariki;07 3157048;07 3155833;0;Richard Mitai;http://www.ashbrook.school.nz/;Wellington Street;0;Opotiki;150 Wellington Street;0;Opotiki;3122;Minor Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Opotiki;Opotiki Ward;-38.014.704;177.293.762;137;2;131;1;3;0;0;0
3281;Ashburton Borough School;7;O;0;0;0;368;Full Primary;State;Ashburton District;Canterbury Region;Christchurch;Rangitata;Te Tai Tonga;03 3078529;03 3081290;virginia.gould@ashborough.school.nz;Graeme Winterbourn;http://www.ashborough.school.nz;Winter Street;0;Ashburton;49 Winter Street;0;Ashburton;7700;Secondary Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Ashburton Central West;Ashburton Ward;-439.024;171.742.789;431;314;48;22;28;13;6;0
608;Ashburton Christian School;6;N;-1;-1;18;95;Composite (Year 1-15);State: Integrated;Ashburton District;Canterbury Region;Christchurch;Rangitata;Te Tai Tonga;03 3076340;0;office@acs.school.nz;Timothy Kuipers;http://www.ashburtonchristian.school.nz;119 Albert Street;Elgin;Ashburton;PO Box 632;0;Ashburton;7740;Secondary Urban Area;Composite (Year 1-15);Not Applicable;State: Integrated;Co-Educational;Canterbury;Ashburton East;Eastern Ward;-43.911.169;17.177.209;95;56;8;2;22;7;0;0
351;Ashburton College;6;N;-1;-1;1168;1168;Secondary (Year 9-15);State;Ashburton District;Canterbury Region;Christchurch;Rangitata;Te Tai Tonga;03 3084193;03 3082104;hj@ashcoll.school.nz;Grant McMillan;http://www.ashburtoncollege.school.nz;27 Walnut Avenue;0;Ashburton;PO Box 204;0;Ashburton;7740;Secondary Urban Area;Secondary (Year 9-15);Not Applicable;State: Not integrated;Co-Educational;Canterbury;Allenton East;Ashburton Ward;-43.892.281;171.750.169;1199;876;136;69;80;16;7;15
3282;Ashburton Intermediate;6;N;0;0;0;367;Intermediate;State;Ashburton District;Canterbury Region;Christchurch;Rangitata;Te Tai Tonga;03 3089563;03 3089564;office@ashinter.school.nz;Gavin Cooper;http://www.ashinter.school.nz;144 Cass Street;0;Ashburton;Cass Street;0;Ashburton;7700;Secondary Urban Area;Intermediate;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Ashburton Central East;Ashburton Ward;-43.901.069;171.758.827;345;230;49;40;21;3;2;0
3283;Ashburton Netherby School;3;I;0;0;0;128;Contributing;State;Ashburton District;Canterbury Region;Christchurch;Rangitata;Te Tai Tonga;03 3085799;03 3085799;office@netherby.school.nz;Philip Wheeler;http://www.netherbyschool.co.nz;Brucefield Avenue;Netherby;Ashburton;Brucefield Avenue;Netherby;Ashburton;7700;Secondary Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Netherby;Ashburton Ward;-43.896.402;171.765.981;133;41;40;44;5;3;0;0
3284;Ashgrove School;9;Q;0;0;0;538;Full Primary;State;Waimakariri District;Canterbury Region;Christchurch;Waimakariri;Te Tai Tonga;03 3138552;03 3134992;admin@ashgrove.school.nz;Christine Chadwick;http://www.ashgrove.school.nz;48 Seddon Street;0;Rangiora;48 Seddon Street;0;Rangiora;7400;Secondary Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Rangiora North;Rangiora Ward;-4.329.992;172.581.525;535;483;34;3;13;1;1;0
2337;Ashhurst School;7;O;0;0;0;397;Full Primary;State;Palmerston North City;Manawatu-Wanganui Region;Whanganui;Rangitikei;Te Tai Hauauru;06 3268299;06 3268294;office@ashhurst.school.nz;Nicholas Reed;http://www.ashhurst.school.nz;96 Cambridge Avenue;0;Ashhurst;96 Cambridge Avenue;0;Ashhurst;4810;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Ashhurst;Ashhurst-Fitzherbert Ward;-40.290.704;175.755.127;430;311;91;15;3;3;7;0
3285;Ashley School;10;Z;1;1;0;175;Full Primary;State;Waimakariri District;Canterbury Region;Christchurch;Kaikoura;Te Tai Tonga;03 3138907;03 3139418;office@ashley.school.nz;Craig Mullan;http://www.ashley.school.nz;Boundary Road;Ashley;Rangiora;PO Box 190;0;Rangiora;7440;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Ashley;Woodend-Ashley Ward;-43.274.067;172.596.264;183;150;25;0;5;0;3;0
53;Auckland Girls' Grammar School;3;H;-2;-5;1370;1370;Secondary (Year 9-15);State;Auckland- Waitemata;Auckland Region;Auckland South;Auckland Central;Tamaki Makaurau;09 3074180;09 3099152;aperry@aggs.school.nz;Elizabeth Thomson;http://www.aggs.school.nz;Howe Street;Newton;Auckland;PO Box 68053;Newton;Auckland;1145;Main Urban Area;Secondary (Year 9-15);Not Applicable;State: Not integrated;Girls School;Auckland;Freemans Bay;Waitemata and Gulf Ward;-3.685.702;17.475.365;1366;139;276;658;217;39;8;29
54;Auckland Grammar;9;Q;-1;-1;2447;2447;Secondary (Year 9-15);State;Auckland- Albert-Eden;Auckland Region;Auckland South;Epsom;Tamaki Makaurau;09 6235400;09 6235401;admin@ags.school.nz;Timothy O'Connor;http://www.ags.school.nz;Mountain Road;Epsom;Auckland;Private Bag 99930;Newmarket;Auckland;1149;Main Urban Area;Secondary (Year 9-15);School with Boarding Facilities;State: Not integrated;Boys School;Auckland;Mt Eden North;Albert-Eden-Roskill Ward;-36.869.414;174.768.851;2510;1170;134;112;899;51;13;131
1211;Auckland Normal Intermediate;9;Q;0;0;0;712;Intermediate;State;Auckland- Albert-Eden;Auckland Region;Auckland South;Epsom;Tamaki Makaurau;09 6301109;09 6301974;ani@ani.school.nz;Jill Farquharson;http://www.ani.school.nz/;Poronui Street;Mount Eden;Auckland;Poronui Street;Mount Eden;Auckland;1024;Main Urban Area;Intermediate;Normal School;State: Not integrated;Co-Educational;Auckland;Epsom Central;Albert-Eden-Roskill Ward;-36.885.383;174.765.702;716;310;23;24;316;10;6;27
3181;Auckland Point School;4;J;-1;-3;0;74;Contributing;State;Nelson City;Nelson Region;Nelson;Nelson;Te Tai Tonga;03 5487970;03 5487973;office@aps.school.nz;Sonya Hockley;http://www.aps.school.nz;111 Haven Road;0;Nelson;111 Haven Road;0;Nelson;7010;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Nelson/Marlborough/West Coast;Britannia;Area Outside Ward;-41.268.292;173.277.868;75;41;11;17;3;1;1;1
93;Auckland Seventh-Day Adventist H S;1;C;-1;-2;206;206;Secondary (Year 9-15);State: Integrated;Auckland- Mangere-Otahuhu;Auckland Region;Auckland South;Mangere;Tamaki Makaurau;09 2759640;09 2755380;info@asdah.school.nz;Sally Dalzell;http://www.asdah.school.nz/;119 Mountain Road;Mangere Bridge;Auckland;PO Box 59047;Mangere Bridge;Manukau;2022;Main Urban Area;Secondary (Year 9-15);Not Applicable;State: Integrated;Co-Educational;Auckland;Mangere Bridge;Manukau Ward;-36.956.393;174.785.003;197;4;15;173;4;0;1;0
2152;Auroa School;8;P;0;0;0;191;Full Primary;State;South Taranaki District;Taranaki Region;Whanganui;Whanganui;Te Tai Hauauru;06 2745629;0;office@auroa.school.nz;Heath Chittenden;http://auroa.school.nz;Auroa Road;0;Hawera;Auroa Road RD 28;0;Hawera;4678;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Kapuni;Egmont Plains Ward;-39.483.067;174.044.642;197;150;44;2;0;0;1;0
548;Aurora College;2;E;0;0;249;356;Secondary (Year 7-15);State;Invercargill City;Southland Region;Invercargill;Invercargill;Te Tai Tonga;03 2116040;03 2166410;office@auroracollege.school.nz;Robyn Hickman;http://www.auroracollege.school.nz;234 Regent Street;0;Invercargill;PO Box 740;0;Invercargill;9840;Main Urban Area;Secondary (Year 7-15);Not Applicable;State: Not integrated;Co-Educational;Otago/Southland;Heidelberg;Area Outside Ward;-4.643.114;168.384.079;377;220;136;16;2;0;3;0
3031;Avalon Intermediate;2;E;0;0;0;163;Intermediate;State;Lower Hutt City;Wellington Region;Wellington;Rimutaka;Ikaroa-Rawhiti;04 5677453;04 5677475;admin@ais.school.nz;Ian Hastie;http://avalonintermediate.school.nz;1041 High Street;Avalon;Lower Hutt;1041 High Street;Avalon;Lower Hutt;5011;Main Urban Area;Intermediate;Not Applicable;State: Not integrated;Co-Educational;Wellington;Avalon West;Central Ward;-41.188.995;174.950.964;174;31;63;58;7;3;12;0
2803;Avalon School;2;F;0;0;0;188;Contributing;State;Lower Hutt City;Wellington Region;Wellington;Rimutaka;Ikaroa-Rawhiti;04 9399600;04 9399601;admin@avalon.school.nz;Dirk Winnie;http://www.avalon.school.nz;10 Gordon Street;Avalon;Lower Hutt;10 Gordon Street;Avalon;Lower Hutt;5011;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Wellington;Avalon East;Central Ward;-41.194.731;174.944.062;219;38;78;72;20;11;0;0
2153;Avon School;3;I;0;-1;0;56;Full Primary;State;Stratford District;Taranaki Region;Whanganui;Whanganui;Te Tai Hauauru;06 7657293;06 7657293;0;Denise Hendren;0;Hamlet Street;0;Stratford;135 Hamlet Street;0;Stratford;4332;Minor Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Stratford West;Stratford Urban Ward;-39.351.029;174.284.729;58;24;34;0;0;0;0;0
78;Avondale College;4;J;0;-2;2504;2504;Secondary (Year 9-15);State;Auckland- Whau;Auckland Region;Auckland South;Kelston;Tamaki Makaurau;09 8287024;09 8200183;admin@avcol.school.nz;Brent Lewis;http://www.avcol.school.nz;Victor Street;Avondale;Auckland;59 Victor Street;Avondale;Auckland;1026;Main Urban Area;Secondary (Year 9-15);Not Applicable;State: Not integrated;Co-Educational;Auckland;Avondale West;Whau Ward;-36.891.482;174.691.137;2677;585;290;700;732;176;19;175
1212;Avondale Intermediate;2;E;-1;-3;0;300;Intermediate;State;Auckland- Whau;Auckland Region;Auckland South;Kelston;Tamaki Makaurau;09 8287883;09 8287966;office@avondaleint.school.nz;Joanne Hardwidge;http://www.avondaleint.school.nz;Holly Street;Avondale;Auckland;12 Holly Street;Avondale;Auckland;1026;Main Urban Area;Intermediate;Not Applicable;State: Not integrated;Co-Educational;Auckland;Avondale West;Whau Ward;-36.890.869;174.692.917;293;17;45;158;58;12;3;0
1213;Avondale Primary School (Auckland);3;H;0;0;0;362;Contributing;State;Auckland- Whau;Auckland Region;Auckland South;New Lynn;Tamaki Makaurau;09 8288929;09 8203624;office@avondaleprimary.school.nz;Gregory Chalmers;http://avondaleprimary.ultranet.school.nz;Crayford Street West;Avondale;Auckland;4 Crayford Street West;Avondale;Auckland;1026;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Auckland;Roberton;Whau Ward;-36.896.285;174.698.538;383;70;75;126;92;18;2;0
3286;Avondale School (Christchurch);2;E;0;-1;0;303;Contributing;State;Christchurch City;Canterbury Region;Christchurch;Christchurch East;Te Tai Tonga;03 3888371;03 3887025;avondaleschool@paradise.net.nz;Mark Scown;http://fc.avondale.school.nz/~aps/home.htm;132 Breezes Road;Avondale;Christchurch;132 Breezes Road;Avondale;Christchurch;8061;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Avondale;Burwood-Pegasus Ward;-43.510.635;172.691.969;277;162;91;15;7;2;0;0
3287;Avonhead School;7;O;-2;-2;0;578;Full Primary;State;Christchurch City;Canterbury Region;Christchurch;Ilam;Te Tai Tonga;03 3487361;03 3482219;principal@avonhead.school.nz;Charles Levings;http://www.avonhead.school.nz;55 Avonhead Road;Avonhead;Christchurch;55 Avonhead Road;Avonhead;Christchurch;8042;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Avonhead;Riccarton-Wigram Ward;-43.524.102;172.559.497;621;323;43;21;192;31;8;3
324;Avonside Girls' High School;6;N;0;0;829;829;Secondary (Year 9-15);State;Christchurch City;Canterbury Region;Christchurch;Christchurch East;Te Tai Tonga;03 3897199;03 3899250;principal@avonside.school.nz;Susan Hume;http://www.avonside.school.nz;180 Avonside Drive;0;Christchurch;180 Avonside Drive;Avonside;Christchurch;8061;Main Urban Area;Secondary (Year 9-15);Not Applicable;State: Not integrated;Girls School;Canterbury;Avonside;Hagley-Ferrymead Ward;-43.524.033;172.661.522;844;548;170;51;38;23;2;12
2105;Awahono School - Grey Valley;5;M;1;1;0;79;Full Primary;State;Grey District;West Coast Region;Nelson;West Coast-Tasman;Te Tai Tonga;03 7323713;03 7323684;admin@awahono.school.nz;Vanessa Wallace (acting);http://awahono.school.nz;20 Napoleon Street;0;Ahaura;Counter Delivery;Ahaura Postcentre;Ahaura;7843;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Nelson/Marlborough/West Coast;Ahaura;Eastern Ward;-42.347.611;171.538.347;74;63;7;4;0;0;0;0
2338;Awahou School;7;O;-3;-3;0;45;Full Primary;State;Manawatu District;Manawatu-Wanganui Region;Whanganui;Rangitikei;Te Tai Hauauru;06 3294844;06 3294836;awahouoffice@gmail.com;Matt Schmidt;http://www.awahou.school.nz;518 Pohangina Valley East Rd;0;Ashhurst;518 Pohangina Valley East Road RD 14;0;Ashhurst;4884;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Pohangina;Kiwitea-Pohangina Ward;-40.177.357;175.811.742;46;39;6;0;0;0;1;0
1691;Awakeri School;6;N;0;0;0;370;Full Primary;State;Whakatane District;Bay of Plenty Region;Rotorua;East Coast;Waiariki;07 3049506;07 3049506;0;Peter Fitzgerald;http://awakeri.school.freeservers.com;State Highway 30;0;Whakatane;State Highway 30 RD 2;0;Whakatane;3192;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Otakiri;Rangitaiki Ward;-37.995.011;176.897.386;393;294;94;0;4;1;0;0
1004;Awanui School;2;E;0;1;0;51;Contributing;State;Far North District;Northland Region;Whangarei;Northland;Te Tai Tokerau;09 4067309;09 4067347;admin@awanui.school.nz;Margy Stratton;http://www.awanui.school.nz;172 State Highway 1;0;Awanui;PO Box 55;0;Awanui;451;Rural Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Tai Tokerau;Awanui;Te Hiku Ward;-3.503.969;173.254.099;48;2;44;2;0;0;0;0
2544;Awapuni School (Gisborne);3;G;0;0;0;270;Contributing;State;Gisborne District;Gisborne Region;Napier;East Coast;Ikaroa-Rawhiti;06 8686660;06 8630187;office@awapuni.school.nz;David Langford;http://www.awapuni.school.nz;Awapuni Road;0;Gisborne;129 Awapuni Road;Awapuni;Gisborne;4010;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Hawkes Bay/Gisborne;Gisborne Central;Gisborne Ward;-38.667.285;17.801.001;266;67;184;6;7;2;0;0
2339;Awapuni School (P.North);2;E;0;1;0;84;Contributing;State;Palmerston North City;Manawatu-Wanganui Region;Whanganui;Palmerston North;Te Tai Hauauru;06 3581735;06 3581737;admin@awapuni-primary.school.nz;Stephen Soutar;http://www.awapuni-primary.school.nz;18 Rochester Street;Awapuni;Palmerston North;18 Rochester Street;Awapuni;Palmerston North;4412;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Awapuni North;Awapuni Ward;-40.372.503;175.587.987;77;14;46;7;4;3;1;2
198;Awatapu College;4;K;-1;-2;623;623;Secondary (Year 9-15);State;Palmerston North City;Manawatu-Wanganui Region;Whanganui;Palmerston North;Te Tai Hauauru;06 3564817;06 3564819;execsec@awatapu.school.nz;Gary Yeatman;http://www.awatapu.school.nz;434 Botanical Road;West End;Palmerston North;434 Botanical Road;West End;Palmerston North;4412;Main Urban Area;Secondary (Year 9-15);Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Awapuni South;Awapuni Ward;-40.372.424;175.600.207;657;359;191;36;33;11;2;25
1214;Awhitu District School;6;N;1;1;0;115;Full Primary;State;Auckland- Franklin;Auckland Region;Auckland South;Hunua;Hauraki-Waikato;09 2351005;0;admin@awhitu.school.nz;Sheree Campbell;http://www.awhitu.school.nz;Matakawau Road;Matakawau;Waiuku;Awhitu District School;0;Waiuku;2341;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Auckland;Awhitu;Franklin Ward;-37.113.261;174.616.355;130;92;33;4;1;0;0;0
1216;Bailey Road School;3;H;0;1;0;422;Full Primary;State;Auckland- Maungakiekie-Tamaki;Auckland Region;Auckland South;Maungakiekie;Tamaki Makaurau;09 5794619;09 5799930;s.ward@baileyroad.school.nz;Jim Stafford-Bush;http://www.baileyroad.school.nz;19 Bailey Road;Mount Wellington;Auckland;19 Bailey Road;Mount Wellington;Auckland;1060;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Auckland;Hamlin;Maungakiekie-Tamaki Ward;-36.909.115;174.827.157;466;51;129;174;95;14;3;0
